Time,OrderID,TraderID,OrderType,Price,Volume
20:57:33,2672670,734952,Sell,26,19
20:59:09,2677933,857405,Buy,33,84
21:02:37,2679370,122687,Sell,28,35
21:06:24,2679611,857405,Sell,31,28
21:08:42,2687464,857405,Buy,32,60
21:08:53,2695225,734952,Sell,26,102
21:15:59,2699189,490046,Sell,31,46
21:17:57,2707539,367593,Sell,34,63
21:21:05,2712217,612499,Sell,30,285
21:26:08,2714224,490046,Buy,34,56
21:28:09,2718248,122687,Buy,26,81
21:35:55,2719069,245140,Sell,33,179
21:40:42,2723258,367593,Sell,28,139
21:42:40,2730864,612499,Sell,27,30
21:48:40,2732673,122687,Sell,31,117
22:09:33,2738088,612499,Sell,33,259
22:12:46,2740683,734952,Buy,28,84
22:14:10,2743198,245140,Sell,27,91
22:27:59,2748551,490046,Sell,29,35
22:28:18,2757554,734952,Sell,25,134
22:30:20,2761049,734952,Sell,27,303
22:47:55,2762309,734952,Buy,28,303
22:52:42,2768897,734952,Sell,30,190
22:56:08,2774848,612499,Buy,30,209
22:57:14,2778318,122687,Sell,28,79
22:57:31,2787577,734952,Buy,30,100
23:04:05,2788446,122687,Buy,31,54
23:23:09,2794118,122687,Sell,34,67
23:24:50,2798390,612499,Buy,25,4
23:27:23,2806140,245140,Buy,29,46
23:31:36,2809900,612499,Buy,29,61
23:32:42,2810778,857405,Buy,28,85
23:41:57,2812442,612499,Buy,25,88
23:42:28,2817713,857405,Sell,25,29
23:45:01,2820840,734952,Sell,29,18
23:50:28,2825712,367593,Buy,32,14
23:59:55,2833128,612499,Sell,25,288
